text,sentiment,label,predicted_label_stacking
film indonesia baik tahun lalu yang saya tonton ziarah putar di bioskop mei catat di hape tonton di hari pertama,positive,2,2
papa mama aku juga ikut nonton mereka masuk critical sama film indonesiamereka blg film ini bagus sekali terimakasi,positive,2,2
buat yang udah nonton the guys pilih nonton di lain adalah unlocked film action yang seru cocok buat nemenin pas long weekend,positive,2,2
sumpah ini film bagus bngt nonton berkalikali gapernah bosen film the guys sangat inspirasi tnx bang udah buat film ini,positive,2,2
nang itu gegara nonton film kartini yang epic banget,positive,2,2
dan film ziarah ini muat lap tentang hidup tentang cinta tentang sejarah tentang misteri banyak sekali yang bisa simak,positive,2,2
film kartini bisa tonton oleh semua umur karena film ini selain hibur juga didik dan inspirasi fff,positive,2,2
film sejarah jarang sekali di negara ini jika baca sejarah saja kita enggan tidak tonton film kartini,positive,2,2
lapor mbah film ini keren worth to watch syukur bisa instrospeksi diri abis nonton,positive,2,2
barusan banget kelar nntn film lokal pertama yang saya tonton dan hasil bikin nang speechless liat akting,positive,2,2
bahagia telah temu dengan film keren ini,positive,2,2
film kartini bagus bangettt wajib tonton,positive,2,2
filmkartini inspirasi untuk juang junjung nilai benar bukan dominasi kuasa dan kaku budaya,positive,2,2
kalaupun mau bikin film horror film danur bisa jadi rujuk ringan tapi takut,positive,2,2
ikut film horor indonesia dapat tinggi dalam tahun akhir dapat tiket di,positive,2,2
ini salah satu film yang simple tapi hasil luarbiasa tidak aneh film getout dapet critical acclaim,positive,2,2
dan sy bahagia karena film bagus tonton oleh mrk kalaupun mrk tugas guru guru itu bagus filmziarah,positive,2,2
pokok kalian harus nonton film kartini asli keren nonton di bioskop ya bikin susah loh,positive,2,2
film kartini bagus banget belah saya sampe nang arti film ini mampu beri resah pada tonton,positive,2,2
malesan ajak liat the guys karena masih ngerasa duit terbang percuma pasca nonton hangout eh ini beda nyata tjoy film ini keren,positive,2,2
sampai hari ini aku masih ngiang film critical eleven ya tuhan betapa aku banyak ajar dari tonton itu hemmmm,positive,2,2
di film danur justru yang buat saya kes sosok asih expresi yang datar tanpa kata buat penasaran,positive,2,2
danur seru bangat flm nya yang belum nonton harap nonton llike,positive,2,2
saya udah nonton bang sumpah pecah banget nih film karena hasil bikin mewek nontonnya,positive,2,0
nih film komedi lucu bangt bahasa jawa,positive,2,2
awal sih sempet khawatir tiap liat film adaptasi dari novel takut tidak sesuai ekspektasi tapi criticaleleven malah bikin speechless,positive,2,0
salah satu film yang tidak pernah bikin bosen tonton berapa kali pun the intern what a lovely movie,positive,2,2
tadi abis nonton gokil sih premis keren lah itu film,positive,2,2
ini film keren banget bang keluarga cinta sahabat komedi dpt banget sumpah jadi makin cinta sama alf,positive,2,2
dan tiap scene rezaadinia ini selalu gold moment criticaleleven ini dua emg dah takdir jadi pasang plg cocok di film saat ini,positive,2,2
astagah film favorit keluar lagi lanjut,positive,2,0
masih bun moveon dari criticaleleven dan ini bikin saya ajar satu hal buku yang adaptasi ke film tidak bisa kita sama kualitas,positive,2,2
nah ini coba nonton film deh asik parah,positive,2,2
film keren,positive,2,2
lebih suka film yang bentar tapi tarik dhikefact,positive,2,2
film the guys wajib tonton bagi kamu yang sayang orang tua sahabat yang baik creatif dan cinta bebas kereen banget kak,positive,2,2
kartini pemamarannya sangat sederhana dan apa ada yang justru buat film ini sangat enak untuk nikmat,positive,2,2
abis ntn film kartini bnr inspirasi dan makin buka pikir,positive,2,2
baru nonton kartini salah satu film nasional yang sangat recommended untuk tonton saya nang campur aduk rasa,positive,2,2
kartini adalah salah satu film indonesia tema sejarah baik yang pernah buat garap dgn serius dan tema msh relevan dgn kondisi skrg,positive,2,2
waw ini sangat keren flm horor dng jumlah tonton gin dalam waktu hari,positive,2,2
film yang tenang dan hanyut salut dengan mbah ponco yang bisa bawa karakter mbah sri dengan sangat baik filmziarah,positive,2,2
film yang amat tarik kisah cinta setia yang saji cara tidak biasa bikin kgn nenek recomended movie meiberziarah,positive,2,2
malang menajubkan lihat kampung warna wrni ni bagus biasa unik masuk hnya,positive,2,2
pergi libur keluarga objek wisata tsunami memmorable taman bagus my dougther suka,positive,2,2
malang town square matos konsep paruh mall paruh itc toko toko baju itc tenant mall matahari departemen store groceries shopping hypermart inap hotel bahan malang town square tidak sulit cari makan restaurantnya yoshinoya pizza hut foodcourt pilih makan matos lengkap sedia salon apotik,positive,2,2
museum bentoel museum diri kenang jalan pabrik rokok bentoel malang legenda diri lokasi rumah diri rokok bentoel ong hok liong jalan wiromargo konsep museum pamer barang barang peninggalang mendiang ong hok liong keluarga usaha alih tangan bat museum rombak ubah konsep lebih modern pajang sejarah bentoel museum bnetoel lengkap wahana elektonik interaktif muat sejarah bat kembang industri rokok,positive,2,2
masjid jam alun alun pusat kota malang kawasan kayu tangan lebih tepat jalan merdeka barat no malang jawa timur masjid salah masjid tua jawa timur masjid ampel surabaya masjid jam pasuruan bangun masjid jam malang alami kali luas sebab ubah bentuk masjid masjid jam malang nampak jaga tiang dalam tiang masjid jam malang buah simbol simbol sifat wajib allah tiang simbol sifat nabi muhammad soo ibadah masjid simbol kota malang,positive,2,2
jalan majapahit letak alun alun kota malang taman rekreasi kota biasa tarekot bilang taman rekreasi satwa aneka burung kolam renang tutup lumayan sih dar jalan jalan pusat kota malang,positive,2,2
indah sejuk nyaman enak lihat rame pokok nya indah banget saja gk pulang alun alun kota malang masjid nya gede pokok biasa dech lofyu alun alun malang,positive,2,2
masjid agung jam letak pusat kota malang letak damping alun alun kota malang gereja arsitektur masjid indah saji wisata sendiri unjung,positive,2,2
tempat asyik nyaman bersih letak dalam rumah araya view bagus foto keluarga beda resto laen makan minum pilih,positive,2,2
mewah elegant pandang malam nya enak mesjid sejuk bawa damai jaga bersih mesjid,positive,2,2
masuk kesan hommy banget suka suasana hotel yang sejuk tapi bersih untuk kamar tingkat lantai pelihara barang kamar bedcover guling orange tulis harris yang uda lusuh banget tapi untuk fasilitas kolam renang ok banget anak happy,positive,2,2
inap kamar standar malam senang lokasi strategis mudah capai angkut letak kawasan ijen kawasan huni rumah rumah kuno gaya kolonial minggu kawasan ijen kawasan car free day aktifitas jogging senam pagi dar jalan jalan hirup udara segar sedia aneka jual makan camil fasilitas kamar lengkap bersih aman staff ramah sahabat bantu perlu tamu menu sarap tidak enak muas cocok wisatawan keluarga harga jangkau,positive,2,2
balai kota malang letak m stasiun kota malang kantor wali kota malang nuansa sejarah arsitektur tarik balai kota malang tidak buka wisatawan asing abadi bangun foto kenang,positive,2,2
taman ruang publik rumah jalan ijen letak mudah akses penjuru fasilitas main lengkap arena futsal arena anak anak tempat rindang dlengkapi duduk nongkrong sedia kran air minum gratis,positive,2,2
salah angker pusat kota malang angker tidak unjung enggan unjung tantang sendiri penasaran,positive,2,2
hawa waterpark waterpark kota malang sana adek seluncur tinggi meter air mancur cocok anak sore tawar rasa sensasi tsunami buat tantang,positive,2,2
museum tidak tarik tata rapi museum tempat bekas pabrik rokok bentoel th an jalan museum lewat pasar belok kanan kulon pasar belok kanan jalan wiromargo relatif sempit padat jalan nya arah free tiket masuk jaga museum ramah sabar jelas baca sejarah rokok bentoel sedia parkir pada area museum menariik,positive,2,2
hem kota malang wajib mampir nih masjid besar megah kota malang karpet empuk banget sholat lebih nyaman khusuk,positive,2,2
bakso enak banget cocok banget bakso bakar habis macem isi dari bakso siomay goreng pulang slalu bawa kripik bakso donk ya,positive,2,2
wisata cocok foto foto kerabat letak tidak balai kota malang stasiun kota malang letak parkir pinggir jalan hati hati bawa kendara tiket masuk jangkau saran bawa minum lelah turun tangga jika tidak bawa warga jual,positive,2,2
letak jantung kota malang bundar indah cocok foto foto keluarga saat senggang nikmat pagi sejuk senja damai tidak malam bagus sorot lampu balai kota indah,positive,2,2
museum malang tempo doloe bilang jarang orang yang tau isi putar kota malang raja singosari list jabat tinggi malang jual pernak pernik malang lbh rajin sih belah pas resto inggil jd hbs jalan bs makan d,positive,2,2
salah icon kota malang tugu bagus bersih jaga taman indah nyaman foto kalau malang tidak tuh lengkap,positive,2,2
sempat unjung masjid jam ibadah alun alun malang letak masjid strategis seberang alun alun malang arsitek bangun jaga,positive,2,2
pasar burung malang ramai jual burung jual kios kios pinggir trotoar jembatan aneka ragam jenis burung jual sangkar makan nama pasar burung hewan jual kelinci musang kucing dagang batu akik tinggal ramai pasar burung salah obyek wisata alternatif kota malang,positive,2,2
hotel lumayan bagus layan lobi bagus harga makan restonya mahal ruang kamar sempit kamar bersih toilet bersih tempat strategis nilai bagus harga hemat,positive,2,2
resto indie pilih lelah keliling kota malang viewnya bagus lokasi samping sungai hias gazebo unik lelah bayar menu tarik lezat layan bagus tidak perlu tunggu makan hidang bisns ok acara keluarga sayang tuju mata nikmat pandang enak nasi bal pilih tidak sanggup habis harga lebih banding ukur porsi layan pandang,positive,2,2
saran ambil foto stasiun kereta api malang bunga indah,positive,2,2
konsep one shop shopping toko bilang lengkap barang cari lokasi kota mudah akses harga saing ritel modern design toko libat kuno tambah sendiri pasuk toko temu barang langka,positive,2,2
ajar sejarah museum brawijaya kenal juang gentar sedikit lawan jajah usik merdeka indonesia senjata pistol meriam halaman gerbong maut angkut juang tawan perang jendral sudirman jangan bimbang hadap derita cita cita capai berat derita alami sungguh obar semangat juang,positive,2,2
mal konsep sporty mana lahan belah stadion gajayana mal lengkap malang,positive,2,2
pulang jkt cari cari makan siang deket deket bandara tempat enak ketemu deh si taman indie resto view nya asli bagus makan enak bandara km an,positive,2,2
museum brawijaya tengah kota malang cocok teman teman sejarah tentara malang dalam senjata diorama juang depan musem langsung sambut dengan tank tank yang diri kokoh depan museum keliling kolam menyebrang masuk dalam,positive,2,2
pasuk museum malang tempo doeloe langsung akan bawa malang doeloe banget diorama diorama benda benda koleksi sejarah lumayan lengkap cerita mata loh malang indonesia merdeka cahaya tata rupa tata apik tambah atmosfir an malang napak tilas imaginatif arung jaman jaman malang rangkak,positive,2,2
tidur nyaman twin bed gabung makan pagi menu lumayan layan ramah anak anak nyaman renang kali renang tidak bosan terima kasih santika,positive,2,2
taman letak jalan merbabu guest house merbabu milik tempar main untuk anak lapang futsal arena pasir rumput cocok untuk ajak putra putri jalan sore bersih,positive,2,2
tepat jodipan kampung unik warna warni masuk tarif rupiah gambar seni lucu dimensi,positive,2,2
konsep waterpark yang betah lama main air saran datang lebih pagi nikmat ombak tsunami x buka wahana,positive,2,2
htm rp jeprat jepret foto suka hati spot foto keren cocok suka foto foto warga ramah ramah sedia toilet musholla tambah kampung tridi nya udah tidak perlu wahana tridi mahal mahal deh kesini saja murah riah,positive,2,2
nya bagus bersih enak kolam tsunami seru banget kolam arus nya enak banget tapi jalan loker area main panas kaki asa panas banget tidak pakai alas kaki pohon nya kurang,positive,2,2
museum letak bahan restoran sedia dekorasi kait kota tua malang tiket murah ajar singkat padat kait kota malang cocok tau kota malang orang malang tidak tau ada lokasi museum informasi sejarah kota malang senang,positive,2,2
banding mog mall lebih lengkap mall seringkali ramai unjung daerah kampus,positive,2,2
tempat asyik nyaman bersih letak dalam rumah araya view bagus foto keluarga beda resto laen makan minum pilih,positive,2,2
kesini lumayan tempat cocok foto foto ala vokalis symphonic metal begitu keren deh pokok,positive,2,2
bundar tugu spot indah strategis kota malang taman cantik tata bunga tawan jalan kaki kunjung sejarah gedung walikota taman rekreasi kota dewan seni malang stasiun kota malang pasar bunga hias hewan splendid hotel tugu,positive,2,2
tempat bagus malam lihat lampu nang nang lokasi kota rasa bising,positive,2,2
suasana sejuk tenang kawasan keliling bangun nuansa kolonial pusat kota malang mudah jangkau stasiun utama kota malang jangan lupa mampir ambil foto kota malang,positive,2,2
hotel bagus karyawannya ramah ramah layan bagus sarap enak makan lengkap lokasi strategis mana kamar luas harga tidak mahal,positive,2,2
masjid letak belah alun malang yang tonjol arsitek bangun cat putih kilas masjid timur sentuh indonesia yang pintu yang buat kayu yang pelitur coklat habis magrib aji jd cocok yang lebih dalam ilmu agama islam,positive,2,2
kunjung kunjung pas siang yang panas goda ngicip menu pilih jatuh sayur asem lauk empal empal empuk goda d kaya rempah icip si suap icip tau manis nya maaf kurang suka makan manis segar sayur asem nya tutup manis harga dengan menu,negative,0,0
tidak pepet males nginep situ hotel rate lebih kamar mandi tidak bersih bersih sembunyi tidak perhati,negative,0,0
kurang puas layan kamar kamar mandi nya masalah housekeeper nya kurang mempeprhatikan standart dalam make up room kamar berisik handuk tidak bersih genang air kamar mandi,negative,0,0
museum ubah renovasi an koleksi kurang pelihara lokasi strategis jalan ijen,negative,0,0
taman indie masuk lobbynya kaya org nyelonong tidak brp org sampe hrs nanya kasir duduk meja kasir karena penuh duduk menu kasih menit liat menu panggil pegawai kasir pegawai pegawai bilang sebentar mutar muter trus trus hilang mana pegawai panggil pertama kaya tidak dengerin lwt belah trus rada kencengin manggil noleh bilanh bentar ya trus mangkal kasir hilang mana jengkel menit didiemin kasir ktnya nunggu menit jam mkn sy lempar menu tinggal pulang resto dgn review tripadvisor dgn urut no hrsnya model gin urut ratus service dalam resto no resto sebsr pegawai standby lobby cmn trus tinggal kasir saja tidak niat jual kali ya sombong parahhhh,negative,0,0
sayang malang night market banget dagang tutup tidak jual karena sepi kurang lengkap letak lumayan jangkau kampus malang sepi minat,negative,0,0
maaf mohon utama layan prima nya pegawai nya galak galak perempuan masuk wahana wisata gratis mohon harga,negative,0,0
kunci kamar rusak sudah bantu tugas buka manual janji baik tunggu jam lebih baik malam reception telpon kamar konfirmasi besok pagi perlu surat kabar tuju kirim surat kabar kompas tapi surat kabar tidak kirim kamar cek out,negative,0,0
keluarga keluarga inap shower air panas sedia am pm orang staf tidak buat keluh pergi balita,negative,0,0
susun kamar lumayan ok kurang bed nya kurang bersih air panas kurang fungsi malam panas pagi tidak panas alias dingin tekan shower kurang lokasi,negative,0,0
taman rekreasi kota tarekot letak belakang balai kota malang lengkap aneka burung joging track sungai jual sayang awat wajar sepi unjung jual makan tutup sepi unjung sayang rekreasi murah perlu masyarakat rawat kurang awat sepi unjung,negative,0,0
layan kecewa segmentasi langgan langgan kaya biasa layan cuek orng tampil biasa sesal mes hotel fasilitas hotel bagus dukung akibat layan feedback buruk hotel milik rate nb tugas cuman housekeeping ramah terima kasih,negative,0,0
tempat bagus luas keluarga senang tempat panas pohon pohon kurang lg teduh minim kurang awas security kolam moga lebih depan,negative,0,2
rasa bakso president kualitas bakso sedia kurang ruang luas bersih kurang jaga,negative,0,0
kunjung ku kali museum i don t know what happen between indonesia and museum negara tidak emas benda benda sejarah tarik sejarah indonesia tarik jujur saja museum kotor debu,negative,0,0
museum brawijaya manfaat ilmu tahu kenal sejarah dahulu kondisi kurang awat kurang tarik mati wisatawan,negative,0,0
sampa hotel harris malang tidak satu karyawan yang sambut datang tidak karyawan yang angkat koper mobil libur dua anak umur beli room breakfast traveloka check in anak umur kena breakfast tidak resepsionis tidak open credit card breakfast shuttle free bandara antar bandara kena biaya flight jam mes mobil antar bandara biaya check out buru buru bandara tidak tagih main tanda tangan nya jakarta buka amplop hotel harris tagih breakfast orang telphone hotel tagih orang kena orang anak umur pihak hotel harris malang selesai masalah tidak masa uang benci curang yang hotel harris hotel harris bilang shuttle free nyata bayar hotel harris free breakfast umur nyata bayar moga hotel haris tidak yang kolam renang kotor daun mana lantai kolam renang licin kamar mandi kolam renang kotor breakfast hambar tidak enak tidak profesional hotel bintang,negative,0,0
bau kamar tidak enak air panas menit kamar mandi bekas rambut unjung ngumpul bagus layan nya kurang bagus tidak cocok,negative,0,0
langgan setia hotel malam td stay kali layan yang kecewa oleh pd sahur td malam iniinfo terima dari reception resto buka jam pagi sudah untuk sahur dtg staff msh pd tidur lampu msh mati gelap tunggu lbh dari menit untuk bs sahur menu utama belum saji dari standart santika tahu rasa,negative,0,0
kesini adik mau beli ice cream menit dicuekin pas menu kasih lempar muka cemberut kl ngak ikhlas ngak kerja mbak layan anak pakai seragam putih hitam ngak anak magang mmg seragam begitu yang kali kecewa karena layan spt kesini ogah bro layan belum,negative,0,0
breakfast nya kecewa menu yang persis biasa banget tingkat layak hotel bintang ya langit kamar mandi rontok lokasi strategis,negative,0,0
tanggal desember kemarin rombong kantor rencana jalan dinas kota malang browsing putus inap hotel minggu rencana pergi sudah booking kamar hotel tgl des transfer dpnya yang lebih charge hotel kota malang alangkah kejut chek in kamar sedia front desk tidak bantu cenderung remeh ada proses tunggu krg lebih jam baru kamar yang beda yang pesan smoking room panjang chek out tidak boleh alas kamar pes kereta berangkat jam sore titip barang loby tunggu jadwal berangkat kereta sebal ambil barang titip tugas tidak mengijinkan alas tidak kartu ambil barang titip tidak kartu titip barang tugas jaga beda tugas yang ganti shift kurang menit berangkat kereta debat tugas bersikukuh tidak barang tiket baru keluar id card debat lepas barang lari kejar kereta nya muas hotel menu b fast yang lengkap lebih kecewa layan hotel,negative,0,0
atur inap kurang fleksibel resepsionis kurang sahabat ganggu nyaman libur tidak fan kamar mandi jd rada bau lembab lokasi strategis pandang balkon pagi sejuk mata,negative,0,0
nilai jelek antri ueddan tenan gila banget teman biasa kereta kenal nilai,negative,0,0
inap kertanegara maret kamar lantai kesan inap bagus ukur guest house layak sebut klaim premium guest house catat okok aktif siap kecewa hotel ketat atur larang rokok kamar kamar mandi ancam denda juta paksa tandatangan tuju pasal area rokok kafe balkon lantai repot ya pilih inap siap kecewa sarap harga rp pax sarap sungguh tidak masuk akal pilih menu lokasi bagus sayang suara bising jalan dengar kamar inap malam minggu siap dengar raung gank motor biasa mangkal jl ijen malam ribut car free day minggu pagi kamar bersih tugas bersih seprai handuk tangan tidak ganti inap lebih tidak biasa sarap bising minggu pagi layak timbang cari inap malang,negative,0,0
mahal gila gk banding makan layan lamaaaaaaaaaa jam menit nunggu makan dateng not recomended harga rupa tidak laku restoran cuman menang nama saja karena udh dari jaman baheula,negative,0,0
dalam biasa saja lupa salah spot museum seragam tentara indonesi noda darah aura tidak enak banget trus kl malam latih wushu kamar mandi yang oh mennnn rem banget merinding parah sampe tidak berani liat kiri kanan,negative,0,0
mahal tidak enak ice cream sgt biasa harga yang bayar tidak berbaloi restaurant cozy tapi kotor,negative,0,0
kamar tidak bersih lengkap kamar mandi kurang gelas tidak bersih bekas bibir orang lengkap mini bar kurang telepon staff isi tanggulang kamar lift ribut suara lift,negative,0,0
not recommended minggu putus libur malang salah tuju malang hawa waterpark info yang dengar wahana buka performance yang bagus yang dpt kecewa yang saran larang bawa makan minum mohon sedia loker simpan makan minum unjung jangan buang jalan surabaya bawa snack d bis d hotel buang sana periksa barang bawa dengar org komplain belakang rombong beli tiket masuk tidak deposit top up baris antri isi deposit top up tidak tunjuk yang antri antri yang top up deposit antri d antri deposit trnyata antri top up mana urut deposit top up alhasil antri belah antri yang tidak jadi saja waterbom bal surabya wasting time butuh jam urus bom sewa ban sewa loker deposit karyawan sana galak tidak bs senyum wahana layan rame waterpark awal trending the new place tidak repeater jengkel karyawan parah tidak dengar nama panggil ambil makan dgn lantang karyawan bicara makan panggil tapi tidak dtg tendang kardus mie instan bidang jasa unjung bayar gratis yang coba contoh waterboom bal karyawan sgt ramah sapa unjung beda air kaporit banyal muka merah pulang dari sni tidak unjung tidak bawa keluarga teman kunjung ksni terima kasih alam,negative,0,0
sayang tidak yang harap toko oen krna tayang televisi tapi alangkah kejut langsung toko suasana jadul sieh tapi bersih nya parrraaah tau,negative,0,0
kali kesini antri tidak nahan yaaa panjanggggg yang layan cuman orang hadehhh makan cuman sebentar tidak worth it banget ngantrinya,negative,0,0
breakfast bagus parkir basement pada khusus tamu hotel kamar ok kurang gede kalau banding hotel kelas atria masalah inti aq inep smoking room floor aneh aq komplain bauk rokok kamar sampek kasih alat hilang bauk hotel maksud lho tamu ama bauk rokok yah jangan inep smoking room floor donk hotel jangan kasih smoking floor kalau memang tamu yang inep kaga rokok biarpun so k sial rokok jgn smoking floor donk aq kasih komen keras,negative,0,0
bakso sih biasa saja standard pas tambah minum makan suruh antri tipikal layan malas sampe adu argumen saja deh,negative,0,0
tunggu makan order makan biasa saja karena sudah kali sih ndak kesini,negative,0,0
nama musiun masuk tidak tarik rumah bangun tua isi barang manurut dikreteriakan musium tidak recommend tidak beda dalam,negative,0,0
kecewa makan tidak banding antri jam harga kurang pas tidak banding tidak rekomendasi makan lebih cari bakso enak lebih daerah malang,negative,0,0
tingkat layan housekeeping lebih cepat terima minta tamu bersih kamar kaca bercak air kotor greeting staff area kurang banget diem tidak frendly tamu,negative,0,0
lobby hotel consierge tidak tanggap bawa koper dalam gerobak rombong orang bawa koper kamar tidak kedap suara ganggu kenyam mana kamar belah geser ranjang meja timbul bunyi derit kencang dengar kamar suara orang kamar belah dengar kondisi kasur keras kurang kenyam istirahat tissue sedia kamar mandi tissue ukur sulit jangkau tissue kamar breakfast tidak muas segi kes tidak perhati kualitas masakan nyaman atria hotel malang luar harap tidak banding harga tawar mohon maaf utara kritik bangun atria hotel malang terima kasih,negative,0,0
inap maret tidak satu tugas yang sepi turun koper masuk lobby bellboy bawa koper menit bellboy sembari tunggu bellboy masuk lobby cari duduk set kursi sana set kursi duduk orang set kursi sofa orang tidur nyenyak nya set kursi sofa orang tidur kaki selonjor pilih duduk meja resepsionis staf nama dessy mbak koq sofa nya tidur orang memang sdr desy ngga bu trus koq diam sdr dessy longok arah sofa tidak percaya orang tidur ngomong bilang coba mbak check liat kondisi nya sayang sdr dessy diam ambil inisiatif apaapun malas gerak sofa nya malas tegur orang yang tidur sofa sy kurang tau layan hotel santika tidak,negative,0,0
warga kota malang prihatin maju renovasi tanah lapang area jl merbabu sulap taman trunojoyo kota malang taman akses warga wisatawan bangun taman merbabu lebih optimal taman edukasi keluarga cerdas sulap paro lahan keseluhan area tanah keras semen kurang serap air tanah,negative,0,0
letak hutan daerah malang taman pohon harris malang properti jarah bangun belok hotel embel embel hotel keluarga furnitur murah abai awat standar shower rusak jamur kamar mandi alam harris hotel maskapai terbang murah warna cerah iklan kesan nilai tidak barang keras lemah utama hotel hadir keluarga anak anak bangun pagi anak anak lari teriak teriak lorong pikir buruk kedap suara suara bebas halang hotel tenang lantai keluarga anak anak tidak kualitas tidur lebih kecewa biasa keluarga anak anak tidak hindar cari tinggal damai quality hotel sayang hotel tidak murah harga kamar lebih malang,negative,0,0
kesana dalam lapar pegawai jutek mknan mahal tidak enak banget review yang panas,negative,0,0
layan restoran kurang cepat beda tamu pribumi turis eskrim biasa mahal,negative,0,0
suasana resto padu ornamen ornamen jawa sentuh modern menu pesan nasi goreng bontut un flavour es cendol nya tidak fresh tidak goda coba layan pria layan kurang senyum kes acuh judes kurang nyaman makan malam harga menu mahal tidak banding nya bagus kalau siang kalau malam nyeremin,negative,0,0
harga mahal biasa enggak yang istimewa kenal ice cream enggak lembut hati hati karena menu kandung pork,negative,0,0
pesan nasi goreng putih hongkong biasa nasi lembek saji yang ala kadar teman pesan bakmi goreng biasa aroma makan aneh unjung muslim harap hati hati pilih menu karena tmpat sedia menu masakan bahan babi layan rumah makan bilang kurang rumah makan yang kenal layan ogah ogah sambut tamu tidak tanggap menu unjung,negative,0,0
nothing special rasa jorok porsi bakso temu kaki kecoa dalam potong goreng lapor lihat karyawan perempuan dapur tidak reaksi apa kecewa mahal tidak padan,negative,0,0
museum milik tni kurang awat kelola timbang remaja fasilitas lingkung museum lampu barang pajang yang lebih estetik dari lampu biasa tulis terang gambar cetak printer kertas hvs bias,negative,0,0
agussilvy bicara apa kasihan yaalap itu air mata wkwkwkwk,negative,0,0
kalau aku sih tidak nunggu hasil akhir qc tapi lagi nunggu motif cuit pak kayak apa pasca agussilvy nyungsep,negative,0,0
terima kasih untuk dukung ahy sylvi kalian beda kali ini,negative,0,0
dammnn politik cantik sby ngorbanin ahy,negative,0,0
batal nyoblos baru tau nyata tidak ada no di kertas suara ahy kangen mosing,negative,0,0
sudah boleh ngakak survey mu jauh panggang dari api ahy,negative,0,2
aku juga kemarin ahy april suara untuk paslon dki,negative,0,2
om aa mana lepas ahy kalah kok dia tutup mulut tidak koar mau bongkar sby,negative,0,0
ya pasti fpi kan tidak suka ama ahok jd pas ahy udah kalah otomatis dukung lari ke mas anisa aniessandi,negative,0,0
dia lah banteng dia lah garuda ksatria seperti bpk gentle spt ahy jadi cinta sama hajidjarot,negative,0,0
mana nih antasari ahy kalah di pilgubdki melempem dia benerbener akting yang,negative,0,0
paslon salah langkah seperti laku sandi ini bukan tidak mungkin jadi bumerang gagal dapat suara ahy,negative,0,0
jangan rawan ini yang gembos ahy lalu,negative,0,0
isu lama angkat lagi video lama dishare lagi padahal video sudah sebar buzzer ahy eh jelang putaranke sebar lagi,negative,0,0
awas ye kalau minta dukung suara dukung ahy,negative,0,0
ini dia laku kirim sms gelap antasari azhar indonesia sby ahy anies ahok berita jumatberkah rizieq,negative,0,0
antasari ancam harry tanoe antasari ahok sby ahy berita metrotv indonesia jumatberkah kimjongnam,negative,0,0
tuduh hadap ahy yang kerap lontar anak ingus dan cuma mayor sekarang tak dengar lagi dudah ubah jadi sanjung,negative,0,0
joke baik lama pilkada serentak bravo ahy,negative,0,0
ahoker masih bully ahy,negative,0,0
sayang mayor ahy masuk yang kader untuk pimpin masa depan dari sma taruna beliau selalu yang atas lagi itu pilih pensiundini,negative,0,0
pakai sedot atau sodet versi ahy,negative,0,0
cari teman kok cara begitu ya pdhal ahy sudah jelas gubernur baru,negative,0,0
agus singkir ahok anies rebut suara ahy untuk penting kelompok lewat ahok anies ahy pilgub,negative,0,0
cari teman ni yeedan punya ingin sama gubernur barutunggu dlu hasil resmi kpu baru dengar nyata ahy,negative,0,0
masih mau caci maki ahy dan pepo memo nya kalian hrs emis minta suara kepada orang yang lama ini kalian hina,negative,0,0
ahy pakar mantan sby ini surat anas urbaningrum dari jeruji besi sindir buat mantan,negative,0,0
ahysylvi aniessandiaga basukidjarot debat pilkada dki jangan jual mimpi demi jadi gubernur,negative,0,0
ahhhh bukan karena bang aji ada situ yang bikin kalah ahy,negative,0,0
pantas saja ahy hancur,negative,0,0
tim yang tidak pernah tidur ahy,negative,0,0
kasihan ahy tidak sadar ada musuh dalam sarung selfienya bagai motivasi selubung hmmm,negative,0,0
amieeennnnn dan tidak lupa dengan janji manis saat kampanyeahy sang mayor sejati,negative,0,0
akibat nyata antasari suara ahy lorot pada pilkada dki,negative,0,0
enam bulan kampanye pilkada di kubu ahy dukung ahok sibuk serang program ahy tidak pernah mereka kampanye program ahok sendiri,negative,0,0
namun apa yang contoh ahy dan dukung tak jadi paska putar dua pilkada dki jakarta rentang jadi makin tajam,negative,0,0
astaga ini dukung ahy tidak terima sekali dengan hasil surveyharusnya jadi tolak acu untuk lebih semangat efeknontonmetro,negative,0,0
sahsah saja justru itu jadi tolak ukur dewasa warga dki kalau ahy menang arti pola pikir warga masih primitif politikuangahy,negative,0,0
sejak ahy tidak ikut pilkada lagi sudah tidak asyik ya,negative,0,0
ahy tanggung akibat cuit ayah yang tak produktif,negative,0,0
kering sudah darah saat menghisap darah mumpung stok darah bergudanggudang darah hantu minum setan pilkadadki,negative,0,0
lini tahan ahy rapuh debat efek aksi efek dan antasari efek pilkadadki,negative,0,0
dasar survey sementara ahy masuk besar selamat pilkadaserentak pilkadadki,negative,0,0
jual baju bekas ahy baru bulan pm for info pilkadadki,negative,0,0
ahy siap siap jadi vocalis band rock yaaaa lompat lompat mulu bang kerja pilkadadki quickcount,negative,0,0
jangan sampai sby kata ahy kalah garagara antasari ya survey kan sudah tunjuk ahy terus merosot elektabilitasnya pilkadadki,negative,0,0
heeebohhhhagus sylvi kalah di tps tmpat guna hak pilih pilkadadki quickcount ahy,negative,0,0
yang pilih ahy moga tidak ikut demokrat ya kalau benar mau dukung ahok,negative,0,0
demokrat ke ahok gerindra ini tantang karena mereka main politik kotor,negative,0,0
